adrCleost,adresse,codePostal,ville,Statut,anneePubli,Domaine,Titre Article,Titre Journal,doi
217609643P9,"Fac Chirurg Dent, Trigeminal Pain & Migraine, 2 Rue Braga, F-63100 Clermont Ferrand, France",63100,CLERMONT-FERRAND,NC,2017,SMV - SHS,Activation of Extracellular Signal-Regulated Kinases (ERK 1/2) in the Locus Coeruleus Contributes to Pain-Related Anxiety in Arthritic Male Rats,IN J NEUROP,10.1093/ijnp/pyx005
217610052P2,"Univ Clermont Auvergne, Inst Pascal, BP 10448, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2017,SMV,Reliability analysis of the nonlinear behaviour of stainless steel cover-plate joints,STEEL COM S,10.12989/scs.2017.25.1.045
217610052P3,"CNRS, UMR 6602, Inst Pascal, F-63171 Aubiere, France",63171,AUBIERE,C,2017,SMV,Reliability analysis of the nonlinear behaviour of stainless steel cover-plate joints,STEEL COM S,10.12989/scs.2017.25.1.045
217612478P1,"CHU Gabriel Montpied, Pole SAMU SMUR Urgences, Serv Urgences, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,Assessment of urinary dipstick in patients admitted to an ED for blunt abdominal trauma,AM J EMER M,10.1016/j.ajem.2016.12.047
217612478P2,"CHU Gabriel Montpied, Dept Biostat, Direct Rech Clin & Innovat, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,Assessment of urinary dipstick in patients admitted to an ED for blunt abdominal trauma,AM J EMER M,10.1016/j.ajem.2016.12.047
217612478P3,"CHU Gabriel Montpied, Serv Radiol, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,Assessment of urinary dipstick in patients admitted to an ED for blunt abdominal trauma,AM J EMER M,10.1016/j.ajem.2016.12.047
217612478P5,"Univ Auvergne, Clermont I, UFR Med, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,Assessment of urinary dipstick in patients admitted to an ED for blunt abdominal trauma,AM J EMER M,10.1016/j.ajem.2016.12.047
217612776P1,"Univ Blaise Pascal, UMR6620, Lab Math, 24 Ave Landais, F-63177 Aubiere, France",63177,AUBIERE,C,2017,SMV,About the convolution of distributions on groupoids,J NONCOMM G,10.4171/JNCG/11-2-10
217613002P2,"Univ Clermont Auvergne, CNRS, SIGMA Clermont, ICCF, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2017,SMV,Donor Promiscuity of a Thermostable Transketolase by Directed Evolution: Efficient Complementation of 1-Deoxy-d-xylulose-5-phosphate Synthase Activity,ANGEW CHEM,10.1002/anie.201701169
217615077P1,"CHU Clermont Ferrand, Rheumatol, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,CHOICE OF BIOLOGIC THERAPY FOLLOWING RITUXIMAB: INFLUENCING FACTORS IN A FRENCH MULTICENTER COHORT OF RHEUMATOID ARTHRITIS,ANN RHEUM D,10.1136/annrheumdis-2017-eular.5472
217615077P4,"CHU Clermont Ferrand, DRCI, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,CHOICE OF BIOLOGIC THERAPY FOLLOWING RITUXIMAB: INFLUENCING FACTORS IN A FRENCH MULTICENTER COHORT OF RHEUMATOID ARTHRITIS,ANN RHEUM D,10.1136/annrheumdis-2017-eular.5472
217615346P7,"CHU Clermont Ferrand, Hop Gabriel Montpied, Serv Chirurg Orthoped & Traumatol, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2017,SMV,What are the risk factors for dislocation in primary total hip arthroplasty? A multicenter case-control study of 128 unstable and 438 stable hips,ORTH TRAU-S,10.1016/j.otsr.2017.05.014
217616824P1,"Univ Clermont Auvergne, CNRS, LMBP, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2017,SMV,Functions Universal for all Translation Operators in Several Complex Variables,CAN MATH B,10.4153/CMB-2016-069-4
217617793P11,"Univ Clermont Auvergne, Lab Magmas & Volcans, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,Probabilistic Tsunami Hazard Analysis: Multiple Sources and Global Applications,REV GEOPHYS,10.1002/2017RG000579
217619557P11,"Univ Clermont Auvergne, Inst Chim Clermont Ferrand, CNRS, UMR6296, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2017,SMV,"1,2,4-Triazole-3-thione Compounds as Inhibitors of Dizinc Metallo-beta-lactamases",CHEMMEDCHEM,10.1002/cmdc.201700186
217619647P3,"Clermont Univ Auvergne, Ctr Rech Nutr Humaine CRNH Auvergne, CHU Gabriel Montpied, UFR Pharm,UMR 1019,Ctr Jean Perrin,INRA,Unite Nut, F-63009 Clermont Ferrand, France",63009,CLERMONT-FERRAND,C,2017,SMV,Antioxidant intake from diet and supplements and risk of digestive cancers in middle-aged adults: results from the prospective NutriNet-Sante cohort,BR J NUTR,10.1017/S0007114517002392
217619985P1,"Univ Blaise Pascal, Clermont Univ, CNRS, Lab Math,UMR 6620, Campus Cezeaux 3,Pl Vasarely,BP 10448 TSA 60026, F-63178 Audiere, France",63178,AUDIERE,C,2017,SMV,COMPACT COMPOSITION OPERATORS WITH NONLINEAR SYMBOLS ON THE H-2 SPACE OF DIRICHLET SERIES,PAC J MATH,10.2140/pjm.2017.291.81
217621118P1,"CHU, Emergency Dept, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,Intervention Study with Algoplus((R)): A Pain Behavioral Scale for Older Patients in the Emergency Department,PAIN PRACT,10.1111/papr.12498
217621118P2,"CHU Clermont Ferrand, Dept Clin Pharmacol, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,Intervention Study with Algoplus((R)): A Pain Behavioral Scale for Older Patients in the Emergency Department,PAIN PRACT,10.1111/papr.12498
217621118P3,"CHU Clermont Ferrand, Biostat Unit, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,Intervention Study with Algoplus((R)): A Pain Behavioral Scale for Older Patients in the Emergency Department,PAIN PRACT,10.1111/papr.12498
217621118P4,"Inserm 1107 & 1405, Clermont Ferrand, France",,CLERMONT-FERRAND,NC,2017,SMV,Intervention Study with Algoplus((R)): A Pain Behavioral Scale for Older Patients in the Emergency Department,PAIN PRACT,10.1111/papr.12498
217621118P5,"Clermont Univ, Fac Med, Dept Pharmacol, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,Intervention Study with Algoplus((R)): A Pain Behavioral Scale for Older Patients in the Emergency Department,PAIN PRACT,10.1111/papr.12498
217624892P14,"Univ Clermont Auvergne, INRA, Unite Mixte Rech UMR PIAF 547, F-63100 Clermont Ferrand, France",63100,CLERMONT-FERRAND,C,2017,SMV,A synthesis of radial growth patterns preceding tree mortality,GL CHANGE B,10.1111/gcb.13535
217627159P4,"Univ Clermont Ferrand, Unite Nutr Humaine, Lab Nutr Humaine, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,"Vitamin D and the mechanisms, circumstances and consequences of falls in older adults: A case-control study",J NUTR HEAL,10.1007/s12603-016-0857-0
217627532P1,"Univ Blaise Pascal, Clermont Univ, Inst Chim Clermont Ferrand, BP 10448, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2017,SMV,Antioxidant Activities of Peptoid-Grafted Chitosan Films,APPL BIOC B,10.1007/s12010-016-2212-7
217627532P2,"CNRS, UMR 6296, ICCF, F-63178 Aubiere, France",63178,AUBIERE,C,2017,SMV,Antioxidant Activities of Peptoid-Grafted Chitosan Films,APPL BIOC B,10.1007/s12010-016-2212-7
217627532P3,"Univ Blaise Pascal, Inst Pascal, Univ Clermont Auvergne, BP 10448, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2017,SMV,Antioxidant Activities of Peptoid-Grafted Chitosan Films,APPL BIOC B,10.1007/s12010-016-2212-7
217627532P4,"CNRS, UMR 6602, Inst Pascal, F-63178 Aubiere, France",63178,AUBIERE,C,2017,SMV,Antioxidant Activities of Peptoid-Grafted Chitosan Films,APPL BIOC B,10.1007/s12010-016-2212-7
217627575P1,"Univ Clermont Auvergne, CNRS, SIGMA Clermont, Inst Chim Clermont Ferrand, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2017,SMV,Breaking the Dogma of Aldolase Specificity: Simple Aliphatic Ketones and Aldehydes are Nucleophiles for Fructose-6-phosphate Aldolase,CHEM-EUR J,10.1002/chem.201701020
217628677P1,"Univ Clermont Auvergne, SIGMA Clermont, Inst Pascal, BP 10448, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2017,SMV,"DIC in Machining Environment, Constraints and Benefits",C PROC SEM,10.1007/978-3-319-51439-0_19
217628677P2,"CNRS, UMR 6602, IP, F-63178 Aubiere, France",63178,AUBIERE,NC,2017,SMV,"DIC in Machining Environment, Constraints and Benefits",C PROC SEM,10.1007/978-3-319-51439-0_19
217628677P3,"Clermont Univ, Univ Clermont Auvergne, Inst Pascal, UMR CNRS 6602, BP 10448, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2017,SMV,"DIC in Machining Environment, Constraints and Benefits",C PROC SEM,10.1007/978-3-319-51439-0_19
217629491P3,"INRA UBP, UMR 1095, Genet Divers & Ecophysiol Cereals, F-63100 Clermont Ferrand, France",63100,CLERMONT-FERRAND,C,2017,SMV,X!TandemPipeline: A Tool to Manage Sequence Redundancy for Protein Inference and Phosphosite Identification,J PROTEOME,10.1021/acs.jproteome.6b00632
217629614P1,"Univ Blaise Pascal, Clermont Univ, LIMOS, BP 10448, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2017,SMV,Designing expression templates with concepts,SOFTW PR EX,10.1002/spe.2483
217629614P2,"CNRS, UMR 6158, LIMOS, F-63171 Aubiere, France",63171,AUBIERE,C,2017,SMV,Designing expression templates with concepts,SOFTW PR EX,10.1002/spe.2483
217631590P8,"Univ Auvergne, Fac Med, CHU, CMP B,EA 7280, BP 69, F-63003 Clermont Ferrand 1, France",630031,CLERMONT-FERRAND,C,2017,SMV - SHS,Birth by cesarean section and schizophrenia: results from the multicenter FACE-SZ data-set,EUR ARCH PS,10.1007/s00406-016-0708-3
217632702P15,"Univ Hosp Clermont Ferrand, Dept Haematol, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,Transformed Waldenstrom macroglobulinaemia: clinical presentation and outcome. A multi-institutional retrospective study of 77 cases from the French Innovative Leukemia Organization (FILO),BR J HAEM,10.1111/bjh.14881
217633226P1,"Univ Auvergne, CHU Clermont Ferrand, NHE, Dept Oral & Maxillofacial Surg, 1 Pl Lucie Aubrac, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2017,SMV,Eight Years' Experience of Sentinel Lymph Node Biopsy in Melanoma Using Lymphoscintigraphy and Gamma Probe Detection After Radiocolloid Mapping,DERM SURG,10.1097/DSS.0000000000000961
217633226P2,"Univ Auvergne, Neurodol Trigeminal Pain & Migraine, INSERM, UMR,Uda,U1107, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,Eight Years' Experience of Sentinel Lymph Node Biopsy in Melanoma Using Lymphoscintigraphy and Gamma Probe Detection After Radiocolloid Mapping,DERM SURG,10.1097/DSS.0000000000000961
217633226P3,"Univ Auvergne, CHU Clermont Ferrand, DRCI, Dept Biostat, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,Eight Years' Experience of Sentinel Lymph Node Biopsy in Melanoma Using Lymphoscintigraphy and Gamma Probe Detection After Radiocolloid Mapping,DERM SURG,10.1097/DSS.0000000000000961
217633226P4,"Univ Auvergne, CHU Clermont Ferrand, NHE, Dept Dermatol, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,Eight Years' Experience of Sentinel Lymph Node Biopsy in Melanoma Using Lymphoscintigraphy and Gamma Probe Detection After Radiocolloid Mapping,DERM SURG,10.1097/DSS.0000000000000961
217634040P25,"Gabriel Montpied Univ Hosp, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,Effect of a condolence letter on grief symptoms among relatives of patients who died in the ICU: a randomized clinical trial,INTEN CAR M,10.1007/s00134-016-4669-9
217634442P2,"Univ Lyon, UJM St Etienne, Lab Magmas & Volcans, UMR 6524,UBP,CNRS,IRD, St Etienne, France",,SAINT-ETIENNE,C,2017,SMV,"Insights into the complexity of crustal differentiation: K2O-poor leucosomes within metasedimentary migmatites from the Southern Marginal Zone of the Limpopo Belt, South Africa",J METAMORPH,10.1111/jmg.12265
217634945P1,"French Natl Inst Hlth & Med Res INSERM, UMR1103, F-63001 Clermont Ferrand, France",63001,CLERMONT-FERRAND,NC,2017,SMV,Detection of the alternative lengthening of telomeres pathway in malignant gliomas for improved molecular diagnosis,J NEURO-ONC,10.1007/s11060-017-2585-7
217634945P10,"CHU Clermont Ferrand, Biostat Unit, DRCI, F-63003 Clermont Ferrand, France",63003,CLERMONT-FERRAND,C,2017,SMV,Detection of the alternative lengthening of telomeres pathway in malignant gliomas for improved molecular diagnosis,J NEURO-ONC,10.1007/s11060-017-2585-7
217634945P11,"CHU Clermont Ferrand, Serv Neurochirurg, F-63003 Clermont Ferrand, France",63003,CLERMONT-FERRAND,C,2017,SMV,Detection of the alternative lengthening of telomeres pathway in malignant gliomas for improved molecular diagnosis,J NEURO-ONC,10.1007/s11060-017-2585-7
217634945P12,"Univ Auvergne, Clermont Univ, IGCNC, EA 7282, BP 10448, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2017,SMV,Detection of the alternative lengthening of telomeres pathway in malignant gliomas for improved molecular diagnosis,J NEURO-ONC,10.1007/s11060-017-2585-7
217634945P2,"French Natl Ctr Sci Res CNRS, UMR6293, F-63001 Clermont Ferrand, France",63001,CLERMONT-FERRAND,NC,2017,SMV,Detection of the alternative lengthening of telomeres pathway in malignant gliomas for improved molecular diagnosis,J NEURO-ONC,10.1007/s11060-017-2585-7
217634945P3,"Univ Auvergne, Clermont Univ, Lab GReD, BP 10448, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2017,SMV,Detection of the alternative lengthening of telomeres pathway in malignant gliomas for improved molecular diagnosis,J NEURO-ONC,10.1007/s11060-017-2585-7
217634945P4,"Clermont Ferrand Hosp, Biochem & Mol Biol Dept, F-63003 Clermont Ferrand, France",63003,CLERMONT-FERRAND,NC,2017,SMV,Detection of the alternative lengthening of telomeres pathway in malignant gliomas for improved molecular diagnosis,J NEURO-ONC,10.1007/s11060-017-2585-7
217634945P6,"Univ Auvergne, Clermont Univ, CREaT, EA 7283, BP 10448, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2017,SMV,Detection of the alternative lengthening of telomeres pathway in malignant gliomas for improved molecular diagnosis,J NEURO-ONC,10.1007/s11060-017-2585-7
217634945P7,"Ctr Jean Perrin, Lab Radiooncol Expt, Dept Radiotherapie, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2017,SMV,Detection of the alternative lengthening of telomeres pathway in malignant gliomas for improved molecular diagnosis,J NEURO-ONC,10.1007/s11060-017-2585-7
217634945P8,"CHU Clermont Ferrand, Serv Anatomopathol, F-63003 Clermont Ferrand, France",63003,CLERMONT-FERRAND,C,2017,SMV,Detection of the alternative lengthening of telomeres pathway in malignant gliomas for improved molecular diagnosis,J NEURO-ONC,10.1007/s11060-017-2585-7
217634945P9,"Univ Auvergne, Clermont Univ, EA4677, ERTICa, 28 Pl Henri Dunant, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2017,SMV,Detection of the alternative lengthening of telomeres pathway in malignant gliomas for improved molecular diagnosis,J NEURO-ONC,10.1007/s11060-017-2585-7
217636699P3,"Univ Blaise Pascal, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SHS,Is the acquisition of links after the preverbal clitics specific? Provision of an experiment on a large scale,J FR LANG S,10.1017/S0959269516000387
217637768P60,"Univ Clermont Auvergne, CNRS, IN2P3, LPC, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,Evidence for light-by-light scattering in heavy-ion collisions with the ATLAS detector at the LHC,NAT PHYS,10.1038/NPHYS4208
217637947P12,"Univ Auvergne, CHU Clermont Ferrand Hop Estaing, Serv Therapie Cellulaire & Hematol Clin Adulte, CIC 501, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,Effect of Azithromycin on Airflow Decline-Free Survival After Allogeneic Hematopoietic Stem Cell Transplant The ALLOZITHRO Randomized Clinical Trial,J AM MED A,10.1001/jama.2017.9938
217639072P6,"Univ Blaise Pascal, Clermont Univ, Lab Microorganismes Genome & Environm, BP 10448, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2017,SMV,Spatio-Temporal Variations of Marine Biofilm Communities Colonizing Artificial Substrata Including Antifouling Coatings in Contrasted French Coastal Environments,MICROB ECOL,10.1007/s00248-017-0966-2
217639072P7,"CNRS, LMGE, UMR 6023, F-63171 Aubiere, France",63171,AUBIERE,C,2017,SMV,Spatio-Temporal Variations of Marine Biofilm Communities Colonizing Artificial Substrata Including Antifouling Coatings in Contrasted French Coastal Environments,MICROB ECOL,10.1007/s00248-017-0966-2
217639419P1,"Jean Perrin Comprehens Canc Ctr, Dept Thorac & Endocrine Surg, 58 Rue Montalembert, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2017,SMV,Surgical treatment of a pericardio-oesophageal fistula using a right lower lobe pulmonary tissue patch,INTERAC CAR,10.1093/icvts/ivx228
217639419P2,"Clermont Ferrand Univ Hosp, Dept Heart Surg, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,Surgical treatment of a pericardio-oesophageal fistula using a right lower lobe pulmonary tissue patch,INTERAC CAR,10.1093/icvts/ivx228
217639419P3,"Clermont Ferrand Univ Hosp, Dept Digest & Hepatobiliary Dis, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,Surgical treatment of a pericardio-oesophageal fistula using a right lower lobe pulmonary tissue patch,INTERAC CAR,10.1093/icvts/ivx228
217640509P12,"Univ Blaise Pascal, Clermont Univ, Lab Microorganismes Genome & Environm, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,Taxonomy of prokaryotic viruses: 2016 update from the ICTV bacterial and archaeal viruses subcommittee,ARCH VIROL,10.1007/s00705-016-3173-4
217640509P13,"CNRS UMR 6023, LMGE, Aubiere, France",,AUBIERE,C,2017,SMV,Taxonomy of prokaryotic viruses: 2016 update from the ICTV bacterial and archaeal viruses subcommittee,ARCH VIROL,10.1007/s00705-016-3173-4
217642207P5,"Univ Blaise Pascal, CNRS UMR 6524, F-63038 Clermont Ferrand, France",63038,CLERMONT-FERRAND,C,2017,SMV,Cooling history of the Gongga batholith: Implications for the Xianshuihe Fault and Miocene kinematics of SE Tibet,EARTH PLAN,10.1016/j.epsl.2017.02.025
217642615P3,"Univ Hosp Clermont Ferrand, Dept Cell Therapy, Cell Therapy Unit, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,Cryopreservation as a way to maintain extracorporeal photopheresis regimen for GvHD treatment while circumventing patient temporary inability to undergo apheresis,BONE MAR TR,10.1038/bmt.2016.240
217642615P5,"INSERM CIC 1405, Dept Paediat Clin Res, Clermont Ferrand, France",,CLERMONT-FERRAND,NC,2017,SMV,Cryopreservation as a way to maintain extracorporeal photopheresis regimen for GvHD treatment while circumventing patient temporary inability to undergo apheresis,BONE MAR TR,10.1038/bmt.2016.240
217642636P1,"Neuro Dol, U 1107, INSERM, F-63001 Clermont Ferrand, France",63001,CLERMONT-FERRAND,C,2017,SMV,Increasing spinal 5-HT2A receptor responsiveness mediates anti-allodynic effect and potentiates fluoxetine efficacy in neuropathic rats. Evidence for GABA release,PHARMAC RES,10.1016/j.phrs.2016.09.021
217642636P2,"Clermont Univ, Univ Auvergne, Pharmacol Fondamentale & Clin La Douleur, BP 10448, F-63001 Clermont Ferrand, France",63001,CLERMONT-FERRAND,C,2017,SMV,Increasing spinal 5-HT2A receptor responsiveness mediates anti-allodynic effect and potentiates fluoxetine efficacy in neuropathic rats. Evidence for GABA release,PHARMAC RES,10.1016/j.phrs.2016.09.021
217642636P3,"CHU Clermont Ferrad, Serv Pharmacol, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,Increasing spinal 5-HT2A receptor responsiveness mediates anti-allodynic effect and potentiates fluoxetine efficacy in neuropathic rats. Evidence for GABA release,PHARMAC RES,10.1016/j.phrs.2016.09.021
217642851P1,"Univ Lyon, Clermont Univ, VetAgro Sup, INRA,UMR Herbivores 1213, F-63122 St Genes Champanelle, France",63122,SAINT-GENES-CHAMPANELLE,C,2017,SMV,"Effect of intercropping vetch (Vicia sativa L.), field pea (Pisum sativum L.) and triticale (X Triticosecale) on dry-matter yield, nutritive and ensiling characteristics when harvested at two growth stages",GRASS FOR S,10.1111/gfs.12277
217643821P2,"Univ Clermont Auvergne, Image Guided Clin Neurosci & Connect EA 7282, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,Intraoperative acceleration measurements to quantify improvement in tremor during deep brain stimulation surgery,MED BIO E C,10.1007/s11517-016-1559-9
217643821P3,"CHU Clermont Ferrand, Serv Neurochirurgie, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,Intraoperative acceleration measurements to quantify improvement in tremor during deep brain stimulation surgery,MED BIO E C,10.1007/s11517-016-1559-9
217648442P3,"Univ Clermont Auvergne, CNRS, SIGMA Clermont, ICCF, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2017,SMV,Instant One-Pot Preparation of Functional Layered Double Hydroxides (LDHs) via a Continuous Hydrothermal Approach,CHEMNANOMAT,10.1002/cnma.201700125
217651588P8,"CHU Clermont Ferrand, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2017,SMV,A Multilevel Functional Study of a SNAP25 At-Risk Variant for Bipolar Disorder and Schizophrenia,J NEUROSC,10.1523/JNEUROSCI.1040-17.2017
217651785P1,"Univ Blaise Pascal, Lab Math UMR 6620, 3 Pl Vasarely,CS 60026, F-63178 Aubiere, France",63178,AUBIERE,C,2017,SMV,Meromorphic continuation approach to noncommutative geometry,LETT MATH P,10.1007/s11005-017-0979-2
217651887P80,"Univ Blaise Pascal, Clermont Univ, CNRS, LPC,IN2P3, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,Centrality dependence of the pseudorapidity density distribution for charged particles in Pb-Pb collisions at root s(NN)=5.02 TeV,PHYS LETT B,10.1016/j.physletb.2017.07.017
217652952P2,"Univ Clermont Auvergne, CNRS, Lab Magmas & Volcans, IRD,OPGC, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2017,SMV,"Structure of the Plumbing System at Tungurahua Volcano, Ecuador: Insights from Phase Equilibrium Experiments on July-August 2006 Eruption Products",J PETROLOGY,10.1093/petrology/egx054
217655532P1,"Univ Auvergne, CHU Clermont Ferrand, NHE, Dept Oral & Maxillofacial Surg, 1 Pl Lucie Aubrac, F-63003 Clermont Ferrand, France",63003,CLERMONT-FERRAND,C,2017,SMV,"Simultaneous, congenital, mucocoele of the Blandin-Nuhn glands and teratoma of the tongue: early management and follow up at one year",BR J ORAL M,10.1016/j.bjoms.2017.05.003
217655532P2,"Univ Auvergne, INSERM, UMR, U1107,UdA,Neurodol Trigeminal Pain & Migraine, F-63003 Clermont Ferrand, France",63003,CLERMONT-FERRAND,C,2017,SMV,"Simultaneous, congenital, mucocoele of the Blandin-Nuhn glands and teratoma of the tongue: early management and follow up at one year",BR J ORAL M,10.1016/j.bjoms.2017.05.003
217655532P3,"Univ Auvergne, CHU Clermont Ferrand, NHE, Dept Gynecol & Obstet, F-63003 Clermont Ferrand, France",63003,CLERMONT-FERRAND,C,2017,SMV,"Simultaneous, congenital, mucocoele of the Blandin-Nuhn glands and teratoma of the tongue: early management and follow up at one year",BR J ORAL M,10.1016/j.bjoms.2017.05.003
217655709P1,"CHU Clermont Ferrand, Ctr Pharmacol Clin, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,Localized neuropathic pain: an expert consensus on local treatments,DRUG DES DE,10.2147/DDDT.S142630
217655709P2,"INSERM, CIC 1405, Neurodol 1107, Clermont Ferrand, France",,CLERMONT-FERRAND,NC,2017,SMV,Localized neuropathic pain: an expert consensus on local treatments,DRUG DES DE,10.2147/DDDT.S142630
217655709P3,"Clermont Univ, Lab Pharmacol, Fac Med, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,Localized neuropathic pain: an expert consensus on local treatments,DRUG DES DE,10.2147/DDDT.S142630
217656108P1,"UCA, UMR PIAF, INRA, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,NC,2017,SMV,Temperature heterogeneity over leaf surfaces: the contribution of the lamina microtopography,PL CELL ENV,10.1111/pce.13026
217656884P7,"CHU Estaing, Serv Hematol Clin, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,Clinical impact of NK-cell reconstitution after reduced intensity conditioned unrelated cord blood transplantation in patients with acute myeloid leukemia: analysis of a prospective phase II multicenter trial on behalf of the Societe rancaise de Greffe de Moelle Osseuse et Therapie Cellulaire and Eurocord,BONE MAR TR,10.1038/bmt.2017.122
217656889P1,"Ctr Jean Perrin, 58 Rue Montalembert, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2017,SMV,Pharmacist involvement in supporting care in patients receiving oral anticancer therapies: A situation report in French cancer centers,B CANCER,10.1016/j.bulcan.2017.06.012
217658280P2,"ICCF, UMR 6296, CNRS, BP 80026, F-63171 Aubiere, France",63171,AUBIERE,C,2017,SMV,New route to carbonate-functionalized imidazolium and pyrrolidinium-based ionic liquids,NEW J CHEM,10.1039/c7nj01691c
217658352P1,"Univ Clermont Auvergne, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,Propranolol treatment prevents chronic central sensitization induced by repeated dural stimulation,PAIN,10.1097/j.pain.0000000000001007
217658352P2,"INSERM, Neurodol, Clermont Ferrand, France",,CLERMONT-FERRAND,NC,2017,SMV,Propranolol treatment prevents chronic central sensitization induced by repeated dural stimulation,PAIN,10.1097/j.pain.0000000000001007
217658352P3,"CHU, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,Propranolol treatment prevents chronic central sensitization induced by repeated dural stimulation,PAIN,10.1097/j.pain.0000000000001007
217659159P1,"Univ Clermont Auvergne, OPGC, Lab Meteorol Phys, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2017,SMV,Vertical distribution of microphysical properties of Arctic springtime low-level mixed-phase clouds over the Greenland and Norwegian seas,ATMOS CH PH,10.5194/acp-17-12845-2017
217659159P2,"LaMP OPGC, CNRS, UMR 6016, BP80026, F-63177 Clermont Ferrand, France",63177,CLERMONT-FERRAND,NC,2017,SMV,Vertical distribution of microphysical properties of Arctic springtime low-level mixed-phase clouds over the Greenland and Norwegian seas,ATMOS CH PH,10.5194/acp-17-12845-2017
217659159P4,"IUT Allier, CS 82235, F-03101 Montlucon, France",3101,MONTLUCON,NC,2017,SMV,Vertical distribution of microphysical properties of Arctic springtime low-level mixed-phase clouds over the Greenland and Norwegian seas,ATMOS CH PH,10.5194/acp-17-12845-2017
217660776P4,"INRA, Unites Mixtes Rech 1095, Genet Divers & Ecophysiol Cereals Paleogen & Evol, Clermont Ferrand, France",,CLERMONT-FERRAND,NC,2017,SMV,The bottle gourd genome provides insights into Cucurbitaceae evolution and facilitates mapping of a Papaya ring-spot virus resistance locus,PLANT J,10.1111/tpj.13722
217662820P3,"Univ Clermont Auvergne, CNRS, LIMOS, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,RQL: A Query Language for Rule Discovery in Databases,THEOR COMP,10.1016/j.tcs.2016.11.004
