adrCleost,adresse,codePostal,ville,Statut,anneePubli,Domaine,Titre Article,Titre Journal,doi
221374900P5,"Univ Clermont Auvergne, CNRS, IRD, OPGC,Lab Magmas & Volcans,LABEX ClerVolc, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Introduction and validation of the Natural Disasters Picture System (NDPS),PLOS ONE,
221374965P2,"Univ Clermont Auvergne, CNRS, IRD, OPGC,Lab Magmas & Volcans, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2018,SMV,"Textural, thermal, and topographic constraints on lava flow system structure: the December 2010 eruption of Piton de la Fournaise",B VOLCANOL,
221376908P61,"Univ Clermont Auvergne, CNRS, IN2P3, LPC, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Search for Higgs boson pair production in the gamma gamma b(b)over-bar final state with 13TeV pp collision data collected by the ATLAS experiment,J HIGH EN P,
221377112P1,"Univ Clermont Auvergne, UFR Psychol, Sci Sociales, Sci Educ, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV - SHS,Sedentary Behavior at Work and Cognitive Functioning: A Systematic Review,FRO PUB HEA,
221377112P2,"Univ Clermont Auvergne, CNRS, LaPSCo, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV - SHS,Sedentary Behavior at Work and Cognitive Functioning: A Systematic Review,FRO PUB HEA,
221377756P61,"Univ Clermont Auvergne, CNRS, IN2P3, LPC, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Search for Low-Mass Dijet Resonances Using Trigger-Level Jets with the ATLAS Detector in pp Collisions at root s=13 TeV,PHYS REV L,
221378411P148,"Univ Clermont Auvergne, LPC, IN2P3, CNRS, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Lambda(+)(c) production in pp collisions at root s=7 TeV and in p-Pb collisions at root s(NN)=5.02 TeV,J HIGH EN P,
221378566P61,"Univ Clermont Auvergne, CNRS IN2P3, LPC, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Search for pair production of up-type vector-like quarks and for four-top-quark events in final states with multiple b-jets with the ATLAS detector,J HIGH EN P,
221378882P1,"Univ Hosp Clermont Ferrand, Dept Biochem & Mol Biol, Direct Rech Clin, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,The Biomarker S100B and Mild Traumatic Brain Injury: A Meta-analysis,PEDIATRICS,
221378882P2,"Univ Hosp Clermont Ferrand, Biostat Unit, Direct Rech Clin, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,The Biomarker S100B and Mild Traumatic Brain Injury: A Meta-analysis,PEDIATRICS,
221378882P6,"Univ Clermont Auvergne, CNRS, INSERM, GReD, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,The Biomarker S100B and Mild Traumatic Brain Injury: A Meta-analysis,PEDIATRICS,
221380427P1,"Univ Clermont Auvergne, CHU Clermont Ferrand, CNRS, SIGMA Clermont,ICCF, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Effects of flow rate on the migration of different plasticizers from PVC infusion medical devices,PLOS ONE,
221380427P2,"CHU Clermont Ferrand, Serv Pharm, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Effects of flow rate on the migration of different plasticizers from PVC infusion medical devices,PLOS ONE,
221380427P3,"CHU Clermont Ferrand, Direct Rech Clin & Innovat, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Effects of flow rate on the migration of different plasticizers from PVC infusion medical devices,PLOS ONE,
221380841P3,"Univ Clermont Auvergne, CNRS, Lab Magmas & Volcans, IRD,OPGC, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2018,SMV,Effect of the fcc-hcp martensitic transition on the equation of state of solid krypton up to 140 GPa,PHYS REV B,
221381169P10,"CHU Clermont Ferrand, CHU Estaing, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Morphology and genomic hallmarks o breast tumours developed by &ITATM&IT deleterious variant carriers,BREAST CA R,
221381648P3,"CHU Clermont Ferrand, Biostat Unit, Delegat Rech Clin & Innovat, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV - SHS,"Preventing tobacco in vocational high schools: study protocol for a randomized controlled trial of P2P, a peer to peer and theory planned behavior-based program",BMC PUBLIC,
221382190P4,"Univ Clermont Auvergne, Lab Magmas & Volcans, OPGC, CNRS,IRD, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,"Towards reconstruction of the lost Late Bronze Age intra-caldera island of Santorini, Greece",SCI REP,
221382817P2,"UCA, INRA, UMR PIAF, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,NC,2018,SMV,Tree crowns grow into self-similar shapes controlled by gravity and light sensing,J R SOC IN,
221383232P2,"Univ Clermont Auvergne, CHU Clermont Ferrand, Univ Hosp Clermont Ferrand,WittyFit, CNRS,LaPSCo,Physiol & Psychosocial Stress,Prevent, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,"Incidence of ill-health related job loss and related social and occupational factors. The 'unfit for the job' study: a one-year follow-up study of 51,132 workers",PEERJ,
221383275P7,"Univ Clermont Auvergne, CNRS, LMGE, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2018,SMV,Bioinformatics Meets Virology: The European Virus Bioinformatics Center's Second Annual Meeting,VIRUSES-BAS,
221383931P1,"Clermont Ferrand Univ Hosp, Emergency Dept, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Predictive factors of intracranial bleeding in head trauma patients receiving antiplatelet therapy admitted to an emergency department,SC J TRAU R,
221383931P2,"Univ Clermont Auvergne, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Predictive factors of intracranial bleeding in head trauma patients receiving antiplatelet therapy admitted to an emergency department,SC J TRAU R,
221383931P3,"Clermont Ferrand Univ Hosp, Biostat Unit, DRCI, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Predictive factors of intracranial bleeding in head trauma patients receiving antiplatelet therapy admitted to an emergency department,SC J TRAU R,
221383931P4,"Univ Hosp Clermont Ferrand, Dept Med Informat, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Predictive factors of intracranial bleeding in head trauma patients receiving antiplatelet therapy admitted to an emergency department,SC J TRAU R,
221383931P6,"CNRS, UMR 6024, LAPSCO, Physiol & Psychosocial Stress Team, Clermont Ferrand, France",,CLERMONT-FERRAND,NC,2018,SMV,Predictive factors of intracranial bleeding in head trauma patients receiving antiplatelet therapy admitted to an emergency department,SC J TRAU R,
221383931P7,"CHU Clermont Ferrand, Serv Urgences, 58 Rue Montalembert, F-63003 Clermont Ferrand 1, France",630031,CLERMONT-FERRAND,C,2018,SMV,Predictive factors of intracranial bleeding in head trauma patients receiving antiplatelet therapy admitted to an emergency department,SC J TRAU R,
221384238P1,"Univ Clermont Auvergne, Genet Reprod & Dev, BP 38, F-63001 Clermont Ferrand, France",63001,CLERMONT-FERRAND,C,2018,SMV,"Liver X receptors constrain tumor development and metastasis dissemination in PTEN-deficient prostate cancer (Retraction Article, vol 8, 2017) (Retraction of Vol 8, art no 445, 2017)",NAT COMMUN,
221384238P2,"CNRS, UMR 6293, Genet Reprod & Dev, F-63001 Clermont Ferrand, France",63001,CLERMONT-FERRAND,NC,2018,SMV,"Liver X receptors constrain tumor development and metastasis dissemination in PTEN-deficient prostate cancer (Retraction Article, vol 8, 2017) (Retraction of Vol 8, art no 445, 2017)",NAT COMMUN,
221384238P3,"INSERM, UMR 1103, Genet Reprod & Dev, F-63001 Clermont Ferrand, France",63001,CLERMONT-FERRAND,NC,2018,SMV,"Liver X receptors constrain tumor development and metastasis dissemination in PTEN-deficient prostate cancer (Retraction Article, vol 8, 2017) (Retraction of Vol 8, art no 445, 2017)",NAT COMMUN,
221384238P4,"Ctr Rech Nutr Humaine Auvergne, F-63001 Clermont Ferrand, France",63001,CLERMONT-FERRAND,NC,2018,SMV,"Liver X receptors constrain tumor development and metastasis dissemination in PTEN-deficient prostate cancer (Retraction Article, vol 8, 2017) (Retraction of Vol 8, art no 445, 2017)",NAT COMMUN,
221384717P1,"Univ Clermont Auvergne, CHU Clermont Ferrand, INSERM, Neurodol,Serv Pharmacol Med,Ctr Addictovigilance, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV - SHS,Chronic Pain Opioid-Maintained Patients Receive Less Analgesic Opioid Prescriptions,FRONT PSYC,
221384717P2,"Univ Clermont Auvergne, CHU Clermont Ferrand, French Monitoring Ctr Analges Drugs, Observ Francais Medicaments Antalg, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV - SHS,Chronic Pain Opioid-Maintained Patients Receive Less Analgesic Opioid Prescriptions,FRONT PSYC,
221384717P3,"Fac Med, Inst Analgesia, Clermont Ferrand, France",,CLERMONT-FERRAND,NC,2018,SMV - SHS,Chronic Pain Opioid-Maintained Patients Receive Less Analgesic Opioid Prescriptions,FRONT PSYC,
221384953P5,"Ctr Hosp Univ Clermont Ferrand, Ctr Rech Nutr Humaine Auvergne, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Short Telomere Length Is Related to Limitations in Physical Function in Elderly European Adults,FRON PHYSIO,
221384953P6,"Univ Clermont Auvergne, Unite Nutr Humaine, INRA, Ctr Rech Nutr Humaine Auvergne, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Short Telomere Length Is Related to Limitations in Physical Function in Elderly European Adults,FRON PHYSIO,
221385309P8,"Univ Clermont Auvergne, 4 Ave Blaise Pascal, F-63178 Aubiere, France",63178,AUBIERE,C,2018,SMV,Time-dependent strain in graphene,EUR PHY J B,
221386494P7,"Univ Clermont Auvergne, INRA, MEDIS, UMR 454, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,"Addressing Global Ruminant Agricultural Challenges Through Understanding the Rumen Microbiome: Past, Present, and Future",FRONT MICRO,
221389512P1,"Univ Clermont Auvergne, CNRS, UMR 6293, GReD,INSERM,U1103, 28 Pl Henri Dunant,BP38, F-63001 Clermont Ferrand, France",63001,CLERMONT-FERRAND,C,2018,SMV,LXRs are finally being adequately targeted in atherosclerosis,ANN TRA MED,
221389512P2,"Ctr Rech Nutr Humaine Auvergne, 58 Blvd Montalembert, F-63009 Clermont Ferrand, France",63009,CLERMONT-FERRAND,NC,2018,SMV,LXRs are finally being adequately targeted in atherosclerosis,ANN TRA MED,
221391371P1,"Univ Clermont Auvergne, INRA, UCA, Human Nutr Unit UNH,UMR 1019, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,"Characterisation of gut, lung, and upper airways microbiota in patients with non-small cell lung carcinoma Study protocol for case-control observational trial",MEDICINE,
221391371P2,"Ctr Jean Perrin, Thorac Surg Dept, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,"Characterisation of gut, lung, and upper airways microbiota in patients with non-small cell lung carcinoma Study protocol for case-control observational trial",MEDICINE,
221391371P3,"Univ Clermont Auvergne, INSERM, Ctr Jean Perrin, Dept Pathol,U1240, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,"Characterisation of gut, lung, and upper airways microbiota in patients with non-small cell lung carcinoma Study protocol for case-control observational trial",MEDICINE,
221391371P5,"UCA, INRA, MEDIS, UMR0454, St Genes Champanelle, France",,SAINT-GENES-CHAMPANELLE,NC,2018,SMV,"Characterisation of gut, lung, and upper airways microbiota in patients with non-small cell lung carcinoma Study protocol for case-control observational trial",MEDICINE,
221391371P6,"CHU Gabriel Montpied, Ctr Jean Perrin, Clin Nutr Unit, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,"Characterisation of gut, lung, and upper airways microbiota in patients with non-small cell lung carcinoma Study protocol for case-control observational trial",MEDICINE,
221391371P7,"Univ Clermont Auvergne, INSERM, Imagerie Mol & Strategies Theranost, U1240, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,"Characterisation of gut, lung, and upper airways microbiota in patients with non-small cell lung carcinoma Study protocol for case-control observational trial",MEDICINE,
221391371P8,"Ctr Jean Perrin, Clin Res Dept, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,"Characterisation of gut, lung, and upper airways microbiota in patients with non-small cell lung carcinoma Study protocol for case-control observational trial",MEDICINE,
221406918P11,"Univ Hosp Ctr Clermont Ferrand, Pneumol, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Circulating tumor DNA (ctDNA) in advanced non-small cell lung cancer (NSCLC) from HIV-infected patients is associated to shorter overall survival (OS): Results from phase II trial (IFCT-1001 CHIVA),ANN ONCOL,
221410590P4,"Univ Auveragne, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Alteration of cyclic alternating pattern correlates with impairment of heart rate variability in patients affected by amyotrophic lateral sclerosis,J SLEEP RES,
221412031P1,"Univ Clermont Auvergne, CELIS, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SHS,"Autobiography in the feminine, or the codes of distinction",LITTERATURE,
221417053P1,"Univ Hosp Clermont Ferrand, Dept Digest & Hepatobiliary Surg, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Unresectable Colorectal Liver Metastases: When Definitions Matter to Appropriately Assess Extreme Liver Resection Techniques,ANN SURG,
221417053P2,"Clermont Auvergne Univ, U1071, INSERM, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Unresectable Colorectal Liver Metastases: When Definitions Matter to Appropriately Assess Extreme Liver Resection Techniques,ANN SURG,
221418099P1,"Univ Clermont Auvergne, LPC, UMR CNRS 6533, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2018,SMV,Air Plasma Key Parameters for Electromagnetic Wave Propagation at and Out of Thermal Equilibrium: Applications to Electromagnetic Compatibility,APPL COMPUT,
221418099P2,"Univ Clermont Auvergne, CNRS, Inst Pascal, UMR CNRS 6602, BP 10448, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2018,SMV,Air Plasma Key Parameters for Electromagnetic Wave Propagation at and Out of Thermal Equilibrium: Applications to Electromagnetic Compatibility,APPL COMPUT,
221424261P2,"Univ Blaise Pascal, CNRS, UMR 6620, 3 Pl Vasarely,CS 60026, F-63178 Aubiere, France",63178,AUBIERE,C,2018,SMV,Renormalisation group for multiple zeta values,COM NUMB T,
221427351P1,"ENS Lyon, IHRIM, Lyon, France",,LYON,NC,2018,SHS,Charity in the age of Balzac novel,ROMANTISME,
221445409P2,"Univ Clermont Auvergne, Inst Chim Clermont Ferrand, UMR 6296, CNRS,UBP,Sigma Clermont, Campus Cezeaux,TSA 60026,CS 60026, F-63178 Aubiere, France",63178,AUBIERE,C,2018,SMV,Enhancement under UV-visible and visible light of the ZnO photocatalytic activity for the antibiotic removal from aqueous media using Ce-doped Lu3Al5O12 nanoparticles,MATER RES B,10.1016/j.materresbull.2018.05.039
221446886P3,"CHU Estaing, Dermatol, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Correlation of D-dimers to response to treatment in chronic spontaneous urticaria (UAS7 score): Results from the SUNRISE study,J AM ACAD D,
221447993P2,"Univ Clermont Auvergne, Inst Pascal, Dept Civil Engn, BP 10448, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2018,SMV,Evaluating the Behaviour Factor of Medium Ductile SMRF Structures,PER POL-C E,10.3311/PPci.10419
221447993P3,"CNRS, Inst Pascal, UMR 6602, F-63171 Aubiere, France",63171,AUBIERE,C,2018,SMV,Evaluating the Behaviour Factor of Medium Ductile SMRF Structures,PER POL-C E,10.3311/PPci.10419
221448128P2,"Univ Clermont Auvergne, CNRS, SIGMA Clermont, Inst Chim Clermont Ferrand, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2018,SMV,Thermooxidative degradation of crosslinked EVA/EPDM copolymers: Impact of Aluminium TriHydrate (ATH) filler incorporation,POLYM DEGR,10.1016/j.polymdegradstab.2018.04.005
221448128P3,"CNRS, UMR 6296, ICCF, Equipe Photochim, BP 80026, F-63171 Aubiere, France",63171,AUBIERE,C,2018,SMV,Thermooxidative degradation of crosslinked EVA/EPDM copolymers: Impact of Aluminium TriHydrate (ATH) filler incorporation,POLYM DEGR,10.1016/j.polymdegradstab.2018.04.005
221448128P5,"CNRS, UMR 6296, ICCF, Equipe Mat Inorgan, BP 80026, F-63171 Aubiere, France",63171,AUBIERE,C,2018,SMV,Thermooxidative degradation of crosslinked EVA/EPDM copolymers: Impact of Aluminium TriHydrate (ATH) filler incorporation,POLYM DEGR,10.1016/j.polymdegradstab.2018.04.005
221451137P61,"Univ Clermont Auvergne, CNRS, IN2P3, LPC, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Measurement of the Z gamma ->nu nu gamma production cross section in pp collisions at root s=13 TeV with the ATLAS detector and limits on anomalous triple gauge-boson couplings,J HIGH EN P,
221452642P14,"Hop Nord, Serv Med Phys & Readaptat, Clermont Ferrand, France",,CLERMONT-FERRAND,NC,2018,SMV,"Effects of a 6-month self-rehabilitation programme in addition to botulinum toxin injections and conventional physiotherapy on limitations of patients with spastic hemiparesis following stroke (ADJU-TOX): protocol study for a randomised controlled, investigator blinded study",BMJ OPEN,
221452974P4,"Univ Clermont Auvergne, CNRS, GEOLAB, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Control of 'blue carbon' storage by mangrove ageing: Evidence from a 66-year chronosequence in French Guiana,GL CHANGE B,10.1111/gcb.14100
221455234P9,"Univ Hosp, Dept Nephrol, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Recurrence of Renal Cell Cancer After Renal Transplantation in a Multicenter French Cohort,TRANSPLANT,10.1097/TP.0000000000002009
221455367P3,"Neurodol, INSERM, UMR 1107, F-63001 Clermont Ferrand, France",63001,CLERMONT-FERRAND,NC,2018,SMV,Oxidative stress and mitochondrial dynamics malfunction are linked in Pelizaeus-Merzbacher disease,BRAIN PATH,10.1111/bpa.12571
221455367P4,"Univ Clermont Auvergne, Neurodol, BP 10448, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2018,SMV,Oxidative stress and mitochondrial dynamics malfunction are linked in Pelizaeus-Merzbacher disease,BRAIN PATH,10.1111/bpa.12571
221455367P5,"Univ Clermont Auvergne, GReD, BP 10448, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2018,SMV,Oxidative stress and mitochondrial dynamics malfunction are linked in Pelizaeus-Merzbacher disease,BRAIN PATH,10.1111/bpa.12571
221455367P6,"CHU Clermont Ferrand, Lab Cytogenet, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2018,SMV,Oxidative stress and mitochondrial dynamics malfunction are linked in Pelizaeus-Merzbacher disease,BRAIN PATH,10.1111/bpa.12571
221456928P5,"CHU Gabriel Montpied, Rheumatol, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Spine Immobilization and Neurological Complications in Vertebral Osteomyelitis: Results from a Multicenter Prospective Observational Study,ARTHR RHEUM,
221458049P8,"Univ Hosp Gabriel Montpied, Cardiol, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Platelet function testing predicts bleeding complications in elderly patients admitted for an acute coronary syndrome: insights from the ANTARCTIC trial,EUR HEART J,
221458114P1,"Pascal Inst, CNRS, UMR 6602, F-63171 Aubiere, France",63171,AUBIERE,NC,2018,SMV,Optimal robot base placements for coverage tasks,IEEE I CO A,
221458114P2,"Pascal Inst, SIGMA Clermont, BP10448, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,NC,2018,SMV,Optimal robot base placements for coverage tasks,IEEE I CO A,
221458114P3,"Clermont Auvergne Univ, Pascal Inst, BP10448, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2018,SMV,Optimal robot base placements for coverage tasks,IEEE I CO A,
221467246P2,"ICCF, UMR 6296, 24 Ave Landais, F-63171 Aubiere, France",63171,AUBIERE,C,2018,SMV,Effect of fluorination on the stability of carbon nanofibres in organic solvents,C R CHIM,10.1016/j.crci.2018.02.012
221469256P1,"Univ Clermont Auvergne, CNRS, UMR 6024, LAPSCO, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SHS,The Need for Memory Experts in French Courts,J FORENSIC,10.1080/24732850.2018.1444912
221470490P3,"Univ Clermont Auvergne, CNRS, INSERM U1103, GReD Lab,UMR 6293, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Genes Involved in Drosophila melanogaster Ovarian Function Are Highly Conserved Throughout Evolution,GEN BIOL EV,10.1093/gbe/evy158
221474860P8,"Gabriel Montpied Univ Hosp, Med Intens Care Unit, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Management and outcomes of acute respiratory distress syndrome patients with and without comorbid conditions,INTEN CAR M,10.1007/s00134-018-5209-6
221475231P147,"Univ Clermont Auvergne, CNRS, IN2P3, LPC, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,"Search for collectivity with azimuthal J/psi-hadron correlations in high multiplicity p-Pb collisions at ,root s(NN)=5.02 and 8.16 TeV",PHYS LETT B,10.1016/j.physletb.2018.02.039
221477392P1,"Univ Clermont Auvergne, Inst Chim Clermont Ferrand, SIGMA Clermont, CNRS, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2018,SMV,Phototransformation of Plastic Containing Brominated Flame Retardants: Enhanced Fragmentation and Release of Photoproducts to Water and Air,ENV SCI TEC,10.1021/acs.est.8b03172
221478779P4,"Univ Clermont Auvergne, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SHS,A typology of logistics at work in collaborative consumption,INT J PHY D,10.1108/IJPDLM-11-2017-0355
221479739P1,"Clermont Auvergne Univ, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Relationship between pollen concentrations and shor-acting B2-agonists (SABA) bronchodilator sales in central France: a daily time-series analysis over a 5-year period.,EUR RESP J,10.1183/13993003.congress-2018.PA674
221480487P4,"Univ Clermont Auvergne, F-63037 Clermont Ferrand, France",63037,CLERMONT-FERRAND,C,2018,SMV - SHS,Hippocampal spatial mechanisms relate to the development of arithmetic symbol processing in children,DEV COGN NE,10.1016/j.dcn.2017.06.001
221480487P5,"CNRS, F-63037 Clermont Ferrand, France",63037,CLERMONT-FERRAND,NC,2018,SMV - SHS,Hippocampal spatial mechanisms relate to the development of arithmetic symbol processing in children,DEV COGN NE,10.1016/j.dcn.2017.06.001
221482708P2,"Estaing Univ Hosp, Dept Digest Surg, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Risk factors for postoperative ileus following elective laparoscopic right colectomy: a retrospective multicentric study,INT J COL R,10.1007/s00384-018-3070-2
221483334P1,"CHU, Hop Gabriel Montpied, CRIOAc, Serv Malad Infect & Trop, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,"Should we expand the indications for the DAIR (debridement, antibiotic therapy, and implant retention) procedure for Staphylococcus aureus prosthetic joint infections? A multicenter retrospective study",EUR J CL M,10.1007/s10096-018-3330-7
221483334P11,"Univ Clermont Auvergne, CHU Clermont Ferrand, SIGMA Clermont, CNRS,ICCF, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2018,SMV,"Should we expand the indications for the DAIR (debridement, antibiotic therapy, and implant retention) procedure for Staphylococcus aureus prosthetic joint infections? A multicenter retrospective study",EUR J CL M,10.1007/s10096-018-3330-7
221483334P12,"ICCF, UMR 6296, 24 Ave Blaise Pascal, F-63178 Aubiere, France",63178,AUBIERE,C,2018,SMV,"Should we expand the indications for the DAIR (debridement, antibiotic therapy, and implant retention) procedure for Staphylococcus aureus prosthetic joint infections? A multicenter retrospective study",EUR J CL M,10.1007/s10096-018-3330-7
221483334P2,"Univ Clermont Auvergne, UMR 6023, LMGE, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,"Should we expand the indications for the DAIR (debridement, antibiotic therapy, and implant retention) procedure for Staphylococcus aureus prosthetic joint infections? A multicenter retrospective study",EUR J CL M,10.1007/s10096-018-3330-7
221483334P8,"CHU Clermont Ferrand, DRCI Biostat, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,"Should we expand the indications for the DAIR (debridement, antibiotic therapy, and implant retention) procedure for Staphylococcus aureus prosthetic joint infections? A multicenter retrospective study",EUR J CL M,10.1007/s10096-018-3330-7
221484301P13,"Univ Hosp Clermont Ferrand, Gabriel Montpied Hosp, Intens Care Unit, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Performance of Doppler-based resistive index and semi-quantitative renal perfusion in predicting persistent AKI: results of a prospective multicenter study,INTEN CAR M,10.1007/s00134-018-5386-3
221485310P61,"Univ Clermont Auvergne, CNRS IN2P3, LPC, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Search for W ' -> tb decays in the hadronic final state using pp collisions at root s=13 TeV with the ATLAS detector,PHYS LETT B,10.1016/j.physletb.2018.03.036
221488239P6,"Univ Clermont Auvergne, CNRS, LMGE, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2018,SMV,Ant-plant relationships in the canopy of an Amazonian rainforest: the presence of an ant mosaic,BIOL J LINN,10.1093/biolinnean/bly125
221489917P13,"Ctr Hosp Univ Clermont Ferrand, Dept Infect Dis, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Hepatitis C virus incidence in HIV-infected and in preexposure prophylaxis (PrEP)-using men having sex with men,LIVER INT,10.1111/liv.13922
221490869P4,"Univ Clermont Auvergne, CNRS, IRD, OPGC,Lab Magmas & Volcans, 6 Ave Blaise Pascal, F-63178 Aubire, France",63178,AUBIERE,C,2018,SMV,"Kinetic D/H fractionation during hydration and dehydration of silicate glasses, melts and nominally anhydrous minerals",GEOCH COS A,10.1016/j.gca.2018.04.027
221490991P6,"CHU Estaing, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Safety of Vaginal Mesh Surgery Versus Laparoscopic Mesh Sacropexy for Cystocele Repair: Results of the Prosthetic Pelvic Floor Repair Randomized Controlled Trial,EUR UROL,10.1016/j.eururo.2018.01.044
221491045P2,"Univ Clermont Auvergne, CNRS, LMBP, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2018,SMV,"Exotic tilting sheaves, parity sheaves on affine Grassmannians, and the Mirkovic-Vilonen conjecture",J EUR MA SO,10.4171/JEMS/812
221491448P1,"Univ Clermont Auvergne, Lab Math Blaise Pascal, UMR 6620, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2018,SMV,Spectral multiplier theorems via H-infinity calculus and R-bounds,MATH Z,10.1007/s00209-017-1957-1
221492364P1,"CHU Estaing, Dept Gynecol Obstet & Reprod Humaine, Pl Lucie & Raymond Aubrac, F-63003 Clermont Ferrand, France",63003,CLERMONT-FERRAND,C,2018,SMV,Management by assisted reproductive technology in women with endometriosis: CNGOF-HAS Endometriosis Guidelines,GYN OBS FER,10.1016/.gofs.2018.02.015
221492365P1,"CHU Estaing, Dept Gynecol Obstet & Reprod Humaine, Pl Lucie & Raymond Aubrac, F-63003 Clermont Ferrand, France",63003,CLERMONT-FERRAND,C,2018,SMV,Endometrioma and management by assisted reproductive technology: CNGOF-HAS Endometriosis Guidelines,GYN OBS FER,10.1016/j.gofs.2018.02.014
221493201P16,"UCA, INRA, Human Nutr Unit, F-63003 Clermont Ferrand, France",63003,CLERMONT-FERRAND,NC,2018,SMV,"Poor cognitive ageing: Vulnerabilities, mechanisms and the impact of nutritional interventions",AGEING RES,10.1016/j.arr.2017.12.004
